1,0.1,10
1,0.2,10
1,0.30000000000000004,10
1,0.4,10
1,0.5,10
1,0.6,10
1,0.7,20
1,0.7999999999999999,10
1,0.8999999999999999,10
2,0.1,20
2,0.2,20
2,0.30000000000000004,20
2,0.4,20
2,0.5,30
2,0.6,20
2,0.7,30
2,0.7999999999999999,30
2,0.8999999999999999,1020
3,0.1,30
3,0.2,30
3,0.30000000000000004,50
3,0.4,60
3,0.5,50
3,0.6,110
3,0.7,220
3,0.7999999999999999,430
3,0.8999999999999999,450
4,0.1,40
4,0.2,40
4,0.30000000000000004,40
4,0.4,90
4,0.5,110
4,0.6,60
4,0.7,190
4,0.7999999999999999,180
4,0.8999999999999999,1200
5,0.1,60
5,0.2,50
5,0.30000000000000004,60
5,0.4,130
5,0.5,250
5,0.6,120
5,0.7,240
5,0.7999999999999999,600
5,0.8999999999999999,2130
6,0.1,60
6,0.2,90
6,0.30000000000000004,110
6,0.4,80
6,0.5,100
6,0.6,280
6,0.7,160
6,0.7999999999999999,490
6,0.8999999999999999,1340
7,0.1,70
7,0.2,90
7,0.30000000000000004,80
7,0.4,80
7,0.5,160
7,0.6,160
7,0.7,310
7,0.7999999999999999,380
7,0.8999999999999999,1380
8,0.1,80
8,0.2,80
8,0.30000000000000004,150
8,0.4,90
8,0.5,110
8,0.6,190
8,0.7,440
8,0.7999999999999999,1070
8,0.8999999999999999,2310
9,0.1,130
9,0.2,100
9,0.30000000000000004,150
9,0.4,150
9,0.5,150
9,0.6,170
9,0.7,530
9,0.7999999999999999,510
9,0.8999999999999999,3380
10,0.1,140
10,0.2,130
10,0.30000000000000004,170
10,0.4,130
10,0.5,210
10,0.6,460
10,0.7,630
10,0.7999999999999999,720
10,0.8999999999999999,2620
11,0.1,140
11,0.2,120
11,0.30000000000000004,160
11,0.4,220
11,0.5,230
11,0.6,420
11,0.7,690
11,0.7999999999999999,770
11,0.8999999999999999,3940
12,0.1,140
12,0.2,130
12,0.30000000000000004,190
12,0.4,220
12,0.5,240
12,0.6,400
12,0.7,540
12,0.7999999999999999,1230
12,0.8999999999999999,2700
13,0.1,130
13,0.2,150
13,0.30000000000000004,190
13,0.4,220
13,0.5,290
13,0.6,360
13,0.7,1240
13,0.7999999999999999,1220
13,0.8999999999999999,3970
14,0.1,170
14,0.2,160
14,0.30000000000000004,200
14,0.4,220
14,0.5,300
14,0.6,440
14,0.7,610
14,0.7999999999999999,750
14,0.8999999999999999,3720
15,0.1,190
15,0.2,190
15,0.30000000000000004,220
15,0.4,220
15,0.5,390
15,0.6,470
15,0.7,360
15,0.7999999999999999,1540
15,0.8999999999999999,4050
16,0.1,190
16,0.2,190
16,0.30000000000000004,210
16,0.4,380
16,0.5,330
16,0.6,560
16,0.7,590
16,0.7999999999999999,1370
16,0.8999999999999999,4550
