1,0.1,10
1,0.2,10
1,0.30000000000000004,10
1,0.4,10
1,0.5,10
1,0.6,20
1,0.7,10
1,0.7999999999999999,20
1,0.8999999999999999,10
2,0.1,40
2,0.2,30
2,0.30000000000000004,20
2,0.4,30
2,0.5,60
2,0.6,50
2,0.7,200
2,0.7999999999999999,130
2,0.8999999999999999,940
3,0.1,30
3,0.2,30
3,0.30000000000000004,60
3,0.4,30
3,0.5,60
3,0.6,90
3,0.7,30
3,0.7999999999999999,110
3,0.8999999999999999,1520
4,0.1,40
4,0.2,40
4,0.30000000000000004,50
4,0.4,50
4,0.5,80
4,0.6,70
4,0.7,370
4,0.7999999999999999,230
4,0.8999999999999999,700
5,0.1,60
5,0.2,50
5,0.30000000000000004,80
5,0.4,130
5,0.5,130
5,0.6,150
5,0.7,260
5,0.7999999999999999,730
5,0.8999999999999999,2420
6,0.1,60
6,0.2,80
6,0.30000000000000004,80
6,0.4,170
6,0.5,150
6,0.6,290
6,0.7,490
6,0.7999999999999999,650
6,0.8999999999999999,2990
7,0.1,90
7,0.2,80
7,0.30000000000000004,90
7,0.4,170
7,0.5,150
7,0.6,200
7,0.7,300
7,0.7999999999999999,600
7,0.8999999999999999,3940
8,0.1,90
8,0.2,100
8,0.30000000000000004,110
8,0.4,140
8,0.5,260
8,0.6,310
8,0.7,310
8,0.7999999999999999,630
8,0.8999999999999999,2900
9,0.1,110
9,0.2,120
9,0.30000000000000004,100
9,0.4,100
9,0.5,140
9,0.6,140
9,0.7,220
9,0.7999999999999999,610
9,0.8999999999999999,3810
10,0.1,100
10,0.2,110
10,0.30000000000000004,110
10,0.4,140
10,0.5,180
10,0.6,260
10,0.7,630
10,0.7999999999999999,1330
10,0.8999999999999999,2180
11,0.1,130
11,0.2,140
11,0.30000000000000004,200
11,0.4,230
11,0.5,220
11,0.6,240
11,0.7,510
11,0.7999999999999999,1160
11,0.8999999999999999,4410
12,0.1,140
12,0.2,140
12,0.30000000000000004,170
12,0.4,180
12,0.5,270
12,0.6,470
12,0.7,480
12,0.7999999999999999,1270
12,0.8999999999999999,5390
13,0.1,140
13,0.2,200
13,0.30000000000000004,180
13,0.4,200
13,0.5,290
13,0.6,320
13,0.7,630
13,0.7999999999999999,1850
13,0.8999999999999999,4270
14,0.1,150
14,0.2,150
14,0.30000000000000004,180
14,0.4,280
14,0.5,540
14,0.6,410
14,0.7,680
14,0.7999999999999999,1270
14,0.8999999999999999,4060
15,0.1,190
15,0.2,150
15,0.30000000000000004,210
15,0.4,230
15,0.5,270
15,0.6,370
15,0.7,830
15,0.7999999999999999,1200
15,0.8999999999999999,6960
16,0.1,170
16,0.2,220
16,0.30000000000000004,280
16,0.4,280
16,0.5,310
16,0.6,740
16,0.7,710
16,0.7999999999999999,1540
16,0.8999999999999999,5950
