1,0.1,10
1,0.2,10
1,0.30000000000000004,11
1,0.4,11
1,0.5,10
1,0.6,16
1,0.7,14
1,0.7999999999999999,19
1,0.8999999999999999,43
2,0.1,22
2,0.2,27
2,0.30000000000000004,25
2,0.4,32
2,0.5,34
2,0.6,34
2,0.7,79
2,0.7999999999999999,135
2,0.8999999999999999,640
3,0.1,35
3,0.2,37
3,0.30000000000000004,46
3,0.4,44
3,0.5,64
3,0.6,70
3,0.7,121
3,0.7999999999999999,219
3,0.8999999999999999,674
4,0.1,46
4,0.2,46
4,0.30000000000000004,56
4,0.4,69
4,0.5,76
4,0.6,120
4,0.7,198
4,0.7999999999999999,307
4,0.8999999999999999,1186
5,0.1,59
5,0.2,62
5,0.30000000000000004,70
5,0.4,94
5,0.5,102
5,0.6,156
5,0.7,214
5,0.7999999999999999,411
5,0.8999999999999999,1616
6,0.1,67
6,0.2,78
6,0.30000000000000004,89
6,0.4,107
6,0.5,132
6,0.6,195
6,0.7,294
6,0.7999999999999999,720
6,0.8999999999999999,2022
7,0.1,80
7,0.2,93
7,0.30000000000000004,104
7,0.4,126
7,0.5,139
7,0.6,232
7,0.7,344
7,0.7999999999999999,628
7,0.8999999999999999,2371
8,0.1,87
8,0.2,104
8,0.30000000000000004,112
8,0.4,160
8,0.5,178
8,0.6,248
8,0.7,418
8,0.7999999999999999,826
8,0.8999999999999999,3184
9,0.1,106
9,0.2,114
9,0.30000000000000004,129
9,0.4,157
9,0.5,194
9,0.6,265
9,0.7,428
9,0.7999999999999999,890
9,0.8999999999999999,3368
10,0.1,118
10,0.2,141
10,0.30000000000000004,152
10,0.4,164
10,0.5,218
10,0.6,299
10,0.7,436
10,0.7999999999999999,952
10,0.8999999999999999,3424
11,0.1,128
11,0.2,138
11,0.30000000000000004,168
11,0.4,203
11,0.5,246
11,0.6,334
11,0.7,524
11,0.7999999999999999,1234
11,0.8999999999999999,3704
12,0.1,139
12,0.2,170
12,0.30000000000000004,184
12,0.4,206
12,0.5,264
12,0.6,388
12,0.7,591
12,0.7999999999999999,1419
12,0.8999999999999999,4860
13,0.1,154
13,0.2,168
13,0.30000000000000004,199
13,0.4,239
13,0.5,318
13,0.6,395
13,0.7,777
13,0.7999999999999999,1243
13,0.8999999999999999,4882
14,0.1,164
14,0.2,188
14,0.30000000000000004,227
14,0.4,253
14,0.5,346
14,0.6,443
14,0.7,701
14,0.7999999999999999,1567
14,0.8999999999999999,4994
15,0.1,178
15,0.2,186
15,0.30000000000000004,222
15,0.4,274
15,0.5,393
15,0.6,471
15,0.7,737
15,0.7999999999999999,1334
15,0.8999999999999999,5048
16,0.1,182
16,0.2,208
16,0.30000000000000004,255
16,0.4,300
16,0.5,363
16,0.6,498
16,0.7,760
16,0.7999999999999999,1492
16,0.8999999999999999,5466
